,id,score
5161,9928,102.38999999999999
5160,5011,102.38999999999999
5159,4469,102.39999999999999
5158,6744,102.40999999999998
5157,869,102.42999999999999
5156,3349,102.47
5155,9296,102.47999999999998
5154,8567,102.48
5153,8173,102.49
5152,7304,102.49
5151,9274,102.49999999999999
5150,7095,102.5
5149,815,102.5
5148,9399,102.50999999999999
5147,9475,102.53
5146,8429,102.53
5145,9922,102.57
5144,6449,102.57
5143,2965,102.57999999999998
5142,4845,102.57999999999998
5141,746,102.58999999999999
5140,2124,102.58999999999999
5139,9453,102.59999999999998
5138,2109,102.6
5137,4034,102.61000000000001
5136,2158,102.62999999999998
5135,4360,102.63999999999997
5134,7137,102.63999999999999
5133,8749,102.64999999999999
5132,5487,102.66999999999999
5131,5286,102.67
5130,1124,102.67999999999999
5129,2248,102.68999999999998
5128,2041,102.69000000000001
5127,9569,102.69999999999999
5126,7061,102.71999999999998
5125,5363,102.72
5124,8676,102.72999999999999
5123,9741,102.72999999999999
5122,7554,102.76
5121,7788,102.77000000000001
5120,9257,102.78999999999999
5119,3637,102.79999999999998
5118,8206,102.8
5117,9210,102.82
5116,2691,102.83
5115,6457,102.83
5114,3992,102.83999999999997
5113,8369,102.83999999999997
5112,5872,102.84999999999998
5111,832,102.85
5110,6431,102.85
5109,7306,102.85
5108,6621,102.87999999999998
5107,5049,102.88999999999999
5106,2881,102.92999999999999
5105,280,102.93
5104,4388,102.94
5103,8513,102.94999999999999
5102,7094,102.96
5101,6561,102.96999999999998
5100,9225,102.97
5099,6525,102.98999999999998
5098,9958,102.99
5097,7100,102.99
5096,2812,102.99999999999997
5095,2498,103.0
5094,9813,103.00999999999998
5093,3514,103.01999999999998
5092,5157,103.03
5091,3668,103.04999999999998
5090,4465,103.05
5089,6691,103.05999999999999
5088,7943,103.06999999999998
5087,7262,103.07999999999998
5086,5333,103.1
5085,7749,103.14999999999999
5084,3159,103.15999999999998
5083,5280,103.16
5082,3444,103.16999999999997
5081,8943,103.16999999999997
5080,9762,103.17999999999999
5079,9556,103.19999999999999
5078,4965,103.23999999999998
5077,6827,103.26
5076,1678,103.26999999999998
5075,2861,103.27
5074,646,103.27999999999999
5073,5317,103.28999999999999
5072,4608,103.28999999999999
5071,6244,103.28999999999999
5070,9425,103.29999999999998
5069,4883,103.29999999999998
5068,9901,103.29999999999998
5067,4978,103.29999999999998
5066,9077,103.3
5065,8131,103.3
5064,7303,103.30999999999999
5063,1186,103.30999999999999
5062,1627,103.30999999999999
5061,4384,103.33999999999999
5060,4496,103.36
5059,865,103.36
5058,5868,103.36999999999999
5057,8768,103.40999999999998
5056,5730,103.41
5055,9735,103.41999999999997
5054,4278,103.42999999999999
5053,901,103.43999999999998
5052,852,103.44
5051,5893,103.44999999999997
5050,4305,103.44999999999997
5049,3591,103.44999999999999
5048,1397,103.45999999999998
5047,4510,103.46999999999998
5046,8724,103.47
5045,5016,103.47999999999999
5044,9630,103.47999999999999
5043,8483,103.49
5042,7714,103.52
5041,6964,103.52999999999999
5040,9499,103.52999999999999
5039,9540,103.52999999999999
5038,7572,103.53999999999999
5037,5859,103.54999999999998
5036,4689,103.54999999999998
5035,9250,103.55
5034,8796,103.55999999999999
5033,6129,103.58999999999999
5032,2126,103.6
5031,1126,103.62999999999998
5030,5206,103.62999999999998
5029,9513,103.63999999999999
5028,1897,103.63999999999999
5027,2739,103.64999999999999
5026,5440,103.66
5025,6591,103.66
5024,4556,103.66
5023,1654,103.66999999999999
5022,8992,103.67
5021,7092,103.67999999999999
5020,2659,103.67999999999999
5019,8723,103.69999999999999
5018,834,103.69999999999999
5017,2468,103.71
5016,5103,103.71
5015,4831,103.71999999999998
5014,6094,103.74999999999999
5013,4757,103.75999999999999
5012,3933,103.76
5011,7039,103.77
5010,4459,103.77
5009,9480,103.79999999999998
5008,7837,103.81999999999998
5007,4685,103.83999999999999
5006,7723,103.83999999999999
5005,86,103.83999999999999
5004,6453,103.84999999999998
5003,7183,103.85999999999999
5002,2501,103.85999999999999
5001,6322,103.86
5000,1504,103.86999999999999
4999,6535,103.87999999999998
4998,6580,103.88999999999999
4997,1396,103.88999999999999
4996,7443,103.89
4995,4862,103.89999999999999
4994,8949,103.90999999999998
4993,7128,103.91
4992,6647,103.92999999999999
4991,8468,103.92999999999999
4990,8678,103.92999999999999
4989,9356,103.93
4988,1110,103.94999999999997
4987,15,103.95999999999998
4986,1365,103.97
4985,8437,103.97999999999998
4984,364,103.98999999999998
4983,3761,104.00999999999999
4982,1368,104.02999999999999
4981,4565,104.03
4980,7973,104.03999999999999
4979,7863,104.04999999999998
4978,9564,104.05
4977,7467,104.05999999999999
4976,3838,104.05999999999999
4975,1106,104.08999999999997
4974,7335,104.08999999999999
4973,6382,104.08999999999999
4972,2459,104.1
4971,2757,104.10999999999999
4970,7726,104.11
4969,7820,104.11999999999999
4968,4313,104.12999999999998
4967,8326,104.14
4966,7096,104.14999999999999
4965,5176,104.15999999999998
4964,6234,104.17999999999999
4963,6341,104.19
4962,2768,104.19999999999999
4961,4859,104.25999999999999
4960,7845,104.26999999999998
4959,4743,104.28999999999999
4958,9148,104.29999999999998
4957,7377,104.30999999999999
4956,4722,104.32
4955,5469,104.33
4954,9266,104.33
4953,3001,104.36
4952,1728,104.36999999999999
4951,6254,104.36999999999999
4950,7529,104.38999999999999
4949,4114,104.39999999999998
4948,7680,104.39999999999999
4947,4508,104.41000000000001
4946,8688,104.42999999999998
4945,7184,104.43999999999998
4944,756,104.46
4943,4098,104.46999999999998
4942,8121,104.47
4941,6463,104.47999999999999
4940,3454,104.49
4939,9042,104.50999999999998
4938,660,104.50999999999998
4937,3695,104.51999999999998
4936,2137,104.53999999999998
4935,5811,104.53999999999999
4934,9271,104.55
4933,4986,104.55
4932,8430,104.57
4931,2805,104.57999999999998
4930,8247,104.58999999999999
4929,3847,104.61999999999999
4928,3880,104.64
4927,7278,104.65999999999998
4926,9359,104.66999999999997
4925,7146,104.66999999999999
4924,5272,104.67999999999999
4923,3921,104.67999999999999
4922,2930,104.69999999999999
4921,3208,104.69999999999999
4920,6271,104.71
4919,104,104.71999999999998
4918,3641,104.71999999999998
4917,5343,104.72999999999999
4916,8409,104.73999999999998
4915,2609,104.73999999999998
4914,2477,104.74999999999999
4913,6585,104.75999999999999
4912,3382,104.77000000000001
4911,507,104.77999999999999
4910,3237,104.78
4909,7959,104.8
4908,619,104.80999999999999
4907,8927,104.81999999999998
4906,6415,104.82
4905,517,104.83999999999999
4904,5729,104.85
4903,5652,104.86999999999999
4902,8244,104.87999999999997
4901,9390,104.89
4900,5597,104.89999999999999
4899,3735,104.92999999999999
4898,645,104.93
4897,6268,104.93999999999998
4896,3440,104.94
4895,7537,104.94
4894,1588,104.94
4893,9853,104.97
4892,6356,104.97999999999999
4891,6339,104.97999999999999
4890,2625,104.98999999999998
4889,1495,104.99
4888,1741,104.99999999999999
4887,7542,104.99999999999999
4886,9470,105.0
4885,8269,105.0
4884,2032,105.0
4883,8011,105.02
4882,4364,105.04
4881,5977,105.08
4880,9212,105.08999999999999
4879,2326,105.10999999999999
4878,2185,105.10999999999999
4877,3097,105.10999999999999
4876,8007,105.11
4875,3221,105.12999999999998
4874,8399,105.13999999999997
4873,2400,105.13999999999999
4872,7761,105.13999999999999
4871,8640,105.14
4870,8918,105.15
4869,8233,105.15999999999998
4868,8913,105.16
4867,8019,105.21000000000001
4866,5266,105.21999999999998
4865,1732,105.22999999999999
4864,9347,105.22999999999999
4863,3568,105.24999999999997
4862,4194,105.24999999999999
4861,221,105.26
4860,2165,105.26999999999998
4859,629,105.28999999999998
4858,7233,105.29999999999997
4857,4498,105.32
4856,5352,105.32
4855,5778,105.32
4854,6501,105.32999999999998
4853,7773,105.33000000000001
4852,7075,105.33999999999999
4851,4200,105.33999999999999
4850,6068,105.34
4849,5201,105.34999999999998
4848,3711,105.34999999999998
4847,8443,105.35
4846,2538,105.36999999999999
4845,9237,105.36999999999999
4844,8378,105.37
4843,4589,105.38
4842,9489,105.38999999999997
4841,7423,105.39
4840,8425,105.40999999999998
4839,9591,105.41
4838,1870,105.41999999999999
4837,580,105.42999999999999
4836,712,105.42999999999999
4835,7324,105.42999999999999
4834,7531,105.44
4833,8711,105.45
4832,7795,105.45999999999998
4831,8157,105.46
4830,5411,105.47
4829,1631,105.49
4828,8936,105.50999999999999
4827,5480,105.50999999999999
4826,2009,105.51999999999998
4825,5013,105.52
4824,7464,105.52
4823,7864,105.52000000000001
4822,498,105.53
4821,8501,105.55
4820,9677,105.57
4819,9750,105.57
4818,2469,105.57000000000001
4817,3624,105.57999999999998
4816,9440,105.57999999999998
4815,2505,105.58
4814,6349,105.59
4813,8229,105.60999999999997
4812,7242,105.60999999999999
4811,8863,105.60999999999999
4810,5004,105.63
4809,4252,105.63999999999997
4808,1067,105.63999999999999
4807,8705,105.63999999999999
4806,7958,105.65999999999998
4805,9954,105.65999999999998
4804,131,105.65999999999998
4803,8103,105.66
4802,3322,105.67999999999999
4801,1136,105.68
4800,4119,105.69
4799,4681,105.69999999999999
4798,7930,105.72
4797,3633,105.74
4796,5173,105.74
4795,3930,105.75999999999999
4794,5639,105.76999999999998
4793,2472,105.77
4792,8340,105.77999999999999
4791,708,105.77999999999999
4790,7175,105.78
4789,5792,105.78999999999998
4788,9442,105.8
4787,8192,105.83
4786,8734,105.83
4785,5325,105.86
4784,8151,105.86
4783,3071,105.86999999999999
4782,1468,105.86999999999999
4781,2118,105.88
4780,285,105.88999999999999
4779,546,105.90999999999998
4778,4552,105.91999999999997
4777,399,105.91999999999999
4776,4993,105.92
4775,2732,105.92999999999999
4774,9005,105.92999999999999
4773,7293,105.94000000000001
4772,226,105.95999999999998
4771,5942,105.96
4770,6815,105.96999999999998
4769,5063,105.99
4768,7807,106.0
4767,3833,106.0
4766,7757,106.00999999999999
4765,6557,106.02999999999999
4764,6097,106.02999999999999
4763,6193,106.02999999999999
4762,4588,106.03999999999998
4761,2882,106.05
4760,4712,106.06
4759,8005,106.06999999999998
4758,3781,106.1
4757,4548,106.11999999999999
4756,3329,106.13
4755,2011,106.13999999999999
4754,1583,106.15999999999998
4753,5169,106.16
4752,859,106.16999999999999
4751,6769,106.16999999999999
4750,3338,106.17999999999999
4749,3021,106.18999999999998
4748,9361,106.19999999999999
4747,8405,106.2
4746,1030,106.21
4745,8403,106.21
4744,4207,106.21
4743,907,106.21999999999998
4742,3774,106.21999999999998
4741,7088,106.22999999999999
4740,1910,106.23
4739,7547,106.23999999999998
4738,3914,106.25
4737,6042,106.26
4736,1822,106.27
4735,4915,106.27
4734,2081,106.27
4733,3892,106.27999999999999
4732,6718,106.28999999999998
4731,8928,106.30999999999999
4730,183,106.30999999999999
4729,4033,106.31
4728,3881,106.31
4727,4283,106.32
4726,6280,106.32000000000001
4725,8714,106.32999999999998
4724,565,106.32999999999998
4723,988,106.33
4722,1936,106.33
4721,2007,106.33
4720,7960,106.33
4719,403,106.33999999999999
4718,1424,106.33999999999999
4717,6747,106.34
4716,4906,106.34999999999998
4715,8794,106.35
4714,3898,106.36999999999998
4713,1150,106.36999999999999
4712,4282,106.37
4711,8687,106.37
4710,5596,106.38
4709,5589,106.38999999999999
4708,9318,106.41
4707,7769,106.41
4706,7982,106.42999999999998
4705,4279,106.43
4704,3103,106.43999999999998
4703,6053,106.44999999999999
4702,4916,106.47
4701,3732,106.47
4700,8742,106.49
4699,3010,106.49
4698,5631,106.49000000000001
4697,4449,106.51
4696,7187,106.51
4695,140,106.51999999999998
4694,3837,106.54999999999998
4693,3148,106.55
4692,46,106.55999999999997
4691,5640,106.55999999999997
4690,6892,106.56
4689,9065,106.56
4688,9570,106.58999999999999
4687,7436,106.59
4686,3613,106.6
4685,1172,106.6
4684,6036,106.60999999999999
4683,6482,106.61999999999999
4682,2272,106.61999999999999
4681,8087,106.62
4680,3875,106.66999999999999
4679,584,106.67999999999999
4678,3037,106.67999999999999
4677,3823,106.67999999999999
4676,3938,106.68
4675,1913,106.68
4674,6676,106.70999999999998
4673,2044,106.71
4672,1182,106.71
4671,1388,106.71999999999998
4670,6328,106.72999999999998
4669,3886,106.72999999999998
4668,8062,106.72999999999999
4667,6847,106.72999999999999
4666,4709,106.73999999999998
4665,9420,106.74
4664,4195,106.74
4663,6112,106.74999999999999
4662,3228,106.76999999999998
4661,2706,106.76999999999998
4660,2993,106.76999999999998
4659,5039,106.78999999999998
4658,9973,106.78999999999998
4657,5473,106.8
4656,6176,106.82
4655,8088,106.82999999999998
4654,4899,106.83
4653,4060,106.85000000000001
4652,2526,106.85999999999999
4651,4296,106.86000000000001
4650,8968,106.88
4649,3970,106.88
4648,5757,106.88999999999997
4647,4188,106.89
4646,8237,106.89999999999999
4645,6135,106.89999999999999
4644,9001,106.89999999999999
4643,7491,106.90999999999998
4642,1075,106.92
4641,9115,106.96
4640,9172,106.96999999999998
4639,1593,107.01999999999998
4638,466,107.01999999999998
4637,1206,107.01999999999998
4636,3190,107.03
4635,9627,107.03999999999999
4634,9867,107.05999999999997
4633,8397,107.05999999999999
4632,3258,107.05999999999999
4631,1883,107.07
4630,7479,107.07999999999998
4629,8059,107.08999999999999
4628,8568,107.08999999999999
4627,39,107.10999999999999
4626,4969,107.10999999999999
4625,4196,107.11999999999998
4624,761,107.11999999999998
4623,9910,107.13999999999997
4622,6114,107.13999999999999
4621,7765,107.14999999999999
4620,7227,107.14999999999999
4619,4437,107.14999999999999
4618,7704,107.16999999999999
4617,9631,107.16999999999999
4616,9449,107.16999999999999
4615,4351,107.17
4614,727,107.17999999999999
4613,8118,107.19999999999997
4612,1235,107.2
4611,9422,107.21999999999998
4610,965,107.22000000000001
4609,2634,107.22999999999999
4608,1866,107.22999999999999
4607,4118,107.22999999999999
4606,1130,107.24
4605,6655,107.24999999999999
4604,4204,107.24999999999999
4603,8074,107.25
4602,287,107.25999999999999
4601,450,107.27
4600,3246,107.27
4599,7521,107.27
4598,4059,107.27000000000001
4597,8338,107.28999999999999
4596,8453,107.28999999999999
4595,4404,107.31
4594,4852,107.31
4593,5346,107.31
4592,9469,107.33
4591,3191,107.33
4590,6864,107.35999999999999
4589,2541,107.35999999999999
4588,8610,107.36
4587,9978,107.36999999999999
4586,5973,107.38000000000001
4585,6697,107.39
4584,6922,107.4
4583,1953,107.41999999999999
4582,620,107.42999999999999
4581,2820,107.44999999999997
4580,8547,107.45000000000002
4579,4665,107.46
4578,1072,107.47999999999999
4577,8014,107.48999999999998
4576,637,107.49999999999999
4575,4381,107.49999999999999
4574,1166,107.51999999999998
4573,8829,107.52
4572,486,107.52999999999999
4571,3594,107.52999999999999
4570,9829,107.53
4569,3672,107.53000000000002
4568,3929,107.53999999999998
4567,9106,107.54
4566,6975,107.55
4565,9803,107.55
4564,7895,107.55
4563,2072,107.55999999999997
4562,9661,107.55999999999999
4561,8160,107.57
4560,5638,107.57999999999998
4559,1738,107.57999999999998
4558,3333,107.57999999999998
4557,303,107.57999999999998
4556,1929,107.57999999999998
4555,1007,107.58
4554,7434,107.58999999999999
4553,6996,107.58999999999999
4552,2919,107.61999999999999
4551,53,107.64
4550,1435,107.67999999999999
4549,3910,107.67999999999999
4548,4113,107.69999999999999
4547,1736,107.71
4546,3882,107.71
4545,5947,107.72
4544,4349,107.73
4543,6020,107.73
4542,7768,107.73
4541,4129,107.74
4540,1875,107.74
4539,9794,107.75
4538,1032,107.77
4537,6362,107.77999999999999
4536,2482,107.78999999999999
4535,9423,107.78999999999999
4534,3276,107.79
4533,1157,107.79999999999998
4532,8003,107.8
4531,6590,107.80999999999997
4530,69,107.80999999999999
4529,3909,107.82999999999998
4528,7360,107.83999999999999
4527,3720,107.86
4526,4790,107.87
4525,6190,107.87999999999998
4524,2620,107.88
4523,3713,107.88
4522,2206,107.88999999999999
4521,5203,107.88999999999999
4520,1188,107.89999999999999
4519,3381,107.89999999999999
4518,8223,107.91
4517,2445,107.91999999999999
4516,1555,107.92999999999999
4515,3268,107.94
4514,8599,107.94999999999999
4513,1706,107.96
4512,3399,107.96
4511,4070,107.96
4510,9589,107.96
4509,222,107.96
4508,560,107.96
4507,55,107.97999999999999
4506,6826,107.97999999999999
4505,3430,107.99
4504,2832,107.99
4503,2300,107.99999999999999
4502,5134,108.00999999999999
4501,5605,108.02
4500,9122,108.02999999999999
4499,9283,108.02999999999999
4498,1541,108.05
4497,5348,108.05999999999999
4496,5911,108.06
4495,4801,108.06999999999998
4494,3565,108.07
4493,2047,108.08
4492,4340,108.08
4491,6972,108.08999999999999
4490,2411,108.08999999999999
4489,7589,108.1
4488,9272,108.10999999999999
4487,2920,108.11999999999999
4486,7850,108.11999999999999
4485,5827,108.13
4484,9664,108.14
4483,4760,108.14999999999999
4482,6407,108.14999999999999
4481,5948,108.16
4480,9299,108.16999999999999
4479,837,108.17
4478,6634,108.17000000000002
4477,4378,108.17999999999999
4476,1552,108.17999999999999
4475,6414,108.19
4474,4713,108.19
4473,6541,108.19999999999997
4472,1534,108.19999999999999
4471,1515,108.19999999999999
4470,2416,108.21999999999998
4469,4619,108.22
4468,625,108.22000000000001
4467,5689,108.23
4466,376,108.23
4465,522,108.23
4464,5544,108.24999999999999
4463,4996,108.26999999999998
4462,7213,108.26999999999998
4461,536,108.26999999999998
4460,4190,108.26999999999998
4459,1918,108.26999999999998
4458,5356,108.27999999999999
4457,3853,108.28
4456,4078,108.28999999999999
4455,1051,108.32
4454,7228,108.32000000000001
4453,2093,108.32999999999998
4452,8125,108.33999999999999
4451,2381,108.35
4450,1200,108.35999999999999
4449,9218,108.36999999999999
4448,3227,108.37
4447,430,108.38999999999999
4446,479,108.39
4445,2995,108.40999999999998
4444,3861,108.42999999999998
4443,64,108.42999999999998
4442,1372,108.44999999999999
4441,8861,108.44999999999999
4440,4979,108.44999999999999
4439,100,108.45999999999998
4438,6912,108.47999999999999
4437,999,108.48999999999998
4436,7365,108.49000000000001
4435,1431,108.49999999999999
4434,4999,108.52
4433,4315,108.52
4432,721,108.52
4431,2324,108.52
4430,8871,108.53999999999999
4429,4355,108.53999999999999
4428,8831,108.54999999999998
4427,3249,108.56
4426,8156,108.56
4425,3630,108.57
4424,5704,108.58
4423,9508,108.6
4422,6479,108.61999999999999
4421,7478,108.61999999999999
4420,7644,108.61999999999999
4419,6417,108.62
4418,672,108.63999999999999
4417,9256,108.66
4416,732,108.66999999999999
4415,9155,108.66999999999999
4414,1589,108.66999999999999
4413,9676,108.68999999999998
4412,9447,108.71
4411,8086,108.72999999999999
4410,6583,108.72999999999999
4409,3077,108.76
4408,8744,108.76999999999998
4407,8765,108.76999999999998
4406,5008,108.78
4405,1216,108.8
4404,2508,108.8
4403,1272,108.80999999999999
4402,346,108.82
4401,3290,108.82999999999998
4400,9834,108.82999999999998
4399,5092,108.85
4398,8981,108.86
4397,3934,108.86
4396,8868,108.88
4395,2854,108.88
4394,3719,108.88
4393,758,108.88999999999997
4392,9302,108.89
4391,4379,108.89999999999999
4390,3845,108.91
4389,2866,108.91
4388,5415,108.91
4387,4426,108.92
4386,7811,108.92999999999999
4385,7468,108.94999999999999
4384,8458,108.96999999999998
4383,997,108.97999999999999
4382,4568,108.98999999999998
4381,493,108.98999999999998
4380,2294,108.98999999999998
4379,3598,109.0
4378,9297,109.00999999999998
4377,9107,109.01
4376,66,109.01999999999998
4375,7145,109.02
4374,2864,109.02999999999999
4373,5062,109.03999999999998
4372,6201,109.05999999999999
4371,9305,109.06
4370,9243,109.06999999999998
4369,2310,109.06999999999998
4368,5288,109.07
4367,9344,109.07
4366,3945,109.07
4365,5484,109.07
4364,8892,109.07999999999998
4363,1327,109.07999999999998
4362,3585,109.08999999999999
4361,4303,109.09999999999998
4360,8337,109.11999999999999
4359,8976,109.11999999999999
4358,6712,109.13
4357,1525,109.13999999999999
4356,4337,109.13999999999999
4355,5270,109.14
4354,6473,109.15
4353,3204,109.16999999999999
4352,6570,109.16999999999999
4351,4165,109.17
4350,2020,109.19
4349,8786,109.19999999999999
4348,7142,109.20999999999998
4347,7462,109.21
4346,3978,109.21
4345,985,109.22999999999999
4344,1079,109.22999999999999
4343,8964,109.22999999999999
4342,4362,109.22999999999999
4341,6489,109.25999999999998
4340,8226,109.25999999999999
4339,8578,109.25999999999999
4338,3982,109.26999999999998
4337,1116,109.28999999999999
4336,6599,109.28999999999999
4335,416,109.29999999999997
4334,7023,109.30999999999999
4333,5994,109.31999999999998
4332,4175,109.32999999999998
4331,9455,109.32999999999998
4330,274,109.34
4329,4729,109.35999999999997
4328,3653,109.36999999999999
4327,1159,109.36999999999999
4326,5929,109.36999999999999
4325,3051,109.38
4324,1001,109.40999999999998
4323,5529,109.42
4322,7322,109.42999999999999
4321,6568,109.42999999999999
4320,6907,109.43999999999998
4319,1328,109.44
4318,7133,109.44
4317,9308,109.44
4316,908,109.44999999999999
4315,7871,109.5
4314,3581,109.50999999999998
4313,2284,109.52
4312,1872,109.52
4311,9707,109.53999999999999
4310,6519,109.53999999999999
4309,8025,109.53999999999999
4308,1382,109.54
4307,5865,109.55
4306,9194,109.55999999999999
4305,8044,109.57999999999998
4304,1477,109.57999999999998
4303,8698,109.57999999999998
4302,8575,109.58
4301,3321,109.58
4300,1850,109.58
4299,7708,109.58
4298,1826,109.59
4297,8068,109.59999999999998
4296,4002,109.60999999999999
4295,9284,109.62999999999998
4294,2039,109.63999999999999
4293,9519,109.63999999999999
4292,195,109.64
4291,5130,109.65999999999998
4290,5476,109.66
4289,9044,109.66
4288,488,109.66999999999999
4287,7833,109.66999999999999
4286,1046,109.67999999999998
4285,3064,109.67999999999999
4284,7037,109.69999999999999
4283,1013,109.71
4282,6734,109.72999999999999
4281,1411,109.73
4280,2476,109.73
4279,2562,109.73999999999998
4278,2687,109.74000000000001
4277,7548,109.74999999999999
4276,6303,109.75
4275,4958,109.75999999999998
4274,3446,109.75999999999998
4273,592,109.75999999999999
4272,5653,109.77
4271,9881,109.77999999999997
4270,4079,109.78999999999998
4269,4808,109.78999999999998
4268,1352,109.78999999999999
4267,4606,109.78999999999999
4266,4432,109.78999999999999
4265,5418,109.80999999999999
4264,3829,109.81
4263,1207,109.82
4262,5221,109.82
4261,6087,109.82
4260,2874,109.82000000000001
4259,5959,109.83
4258,2845,109.83
4257,2332,109.83999999999999
4256,2413,109.85
4255,7873,109.88
4254,830,109.88999999999999
4253,3993,109.88999999999999
4252,1509,109.89999999999999
4251,7195,109.92
4250,5076,109.92999999999999
4249,4502,109.92999999999999
4248,4217,109.92999999999999
4247,4633,109.94999999999999
4246,9173,109.94999999999999
4245,3895,109.96999999999998
4244,3142,109.97999999999999
4243,591,109.97999999999999
4242,4794,109.99
4241,982,109.99
4240,2947,109.99
4239,3044,109.99999999999999
4238,9354,110.01
4237,3495,110.02999999999999
4236,196,110.03
4235,4148,110.03999999999998
4234,7440,110.03999999999999
4233,8379,110.03999999999999
4232,4988,110.03999999999999
4231,8401,110.07
4230,1980,110.08
4229,6102,110.08
4228,4016,110.08000000000001
4227,650,110.08999999999999
4226,7786,110.09999999999998
4225,362,110.1
4224,9870,110.10999999999999
4223,5617,110.11999999999999
4222,2624,110.15
4221,6392,110.17
4220,5966,110.18999999999998
4219,3067,110.19999999999997
4218,2546,110.20999999999998
4217,8526,110.21
4216,8685,110.22999999999999
4215,8819,110.24999999999999
4214,2834,110.24999999999999
4213,4670,110.25999999999999
4212,7776,110.27999999999999
4211,1094,110.28
4210,7453,110.29999999999998
4209,369,110.30999999999999
4208,9510,110.30999999999999
4207,5840,110.30999999999999
4206,1752,110.32
4205,7371,110.32
4204,1828,110.32
4203,9483,110.33
4202,5319,110.35
4201,8441,110.36999999999998
4200,7766,110.36999999999998
4199,8278,110.37999999999998
4198,8300,110.38
4197,1015,110.41999999999997
4196,6935,110.42
4195,6084,110.45999999999998
4194,8793,110.46
4193,1994,110.46
4192,8987,110.47
4191,3098,110.47999999999999
4190,8692,110.48999999999998
4189,3027,110.50999999999999
4188,207,110.50999999999999
4187,3287,110.50999999999999
4186,8207,110.51999999999997
4185,5786,110.53
4184,9930,110.55
4183,590,110.55999999999999
4182,2095,110.55999999999999
4181,5370,110.56
4180,4658,110.57999999999998
4179,6739,110.57999999999998
4178,7878,110.58
4177,6527,110.59
4176,457,110.59
4175,7017,110.6
4174,6615,110.6
4173,8521,110.61999999999999
4172,1068,110.61999999999999
4171,9593,110.63999999999999
4170,240,110.63999999999999
4169,1959,110.63999999999999
4168,7465,110.63999999999999
4167,9323,110.64999999999998
4166,5159,110.64999999999999
4165,5990,110.65
4164,4718,110.65999999999998
4163,9462,110.65999999999998
4162,3546,110.67
4161,782,110.67
4160,7059,110.67
4159,1042,110.67
4158,4847,110.67
4157,4111,110.67999999999998
4156,1923,110.67999999999999
4155,550,110.69
4154,2695,110.69999999999999
4153,334,110.71999999999998
4152,726,110.72999999999998
4151,5852,110.72999999999999
4150,7771,110.73999999999998
4149,2777,110.75999999999998
4148,8155,110.77
4147,3811,110.77999999999999
4146,407,110.78999999999999
4145,3424,110.78999999999999
4144,6209,110.79
4143,3989,110.79999999999998
4142,6582,110.80999999999999
4141,5026,110.81
4140,6835,110.82
4139,4191,110.82999999999998
4138,7054,110.83999999999999
4137,9983,110.84999999999998
4136,922,110.85
4135,7652,110.85
4134,9006,110.85
4133,3764,110.85999999999999
4132,6838,110.86
4131,4467,110.88999999999999
4130,3396,110.90999999999998
4129,2951,110.91
4128,7433,110.91000000000001
4127,5938,110.92999999999999
4126,976,110.92999999999999
4125,429,110.92999999999999
4124,5673,110.92999999999999
4123,125,110.92999999999999
4122,7203,110.93
4121,1528,110.93999999999998
4120,8070,110.94
4119,3217,110.94999999999999
4118,868,110.94999999999999
4117,2536,110.96
4116,5061,110.96999999999998
4115,2167,110.97999999999998
4114,6635,110.97999999999999
4113,1652,110.99999999999999
4112,1043,111.00999999999998
4111,8168,111.02
4110,7173,111.02999999999999
4109,9792,111.02999999999999
4108,564,111.02999999999999
4107,6889,111.03
4106,7685,111.03999999999998
4105,3799,111.04999999999998
4104,4257,111.08999999999999
4103,4244,111.09
4102,3160,111.1
4101,6754,111.1
4100,3667,111.11999999999999
4099,8347,111.11999999999999
4098,2176,111.11999999999999
4097,7010,111.12999999999998
4096,1227,111.13999999999999
4095,6381,111.14
4094,4183,111.14
4093,8288,111.18999999999998
4092,8454,111.19999999999999
4091,780,111.19999999999999
4090,1341,111.19999999999999
4089,4276,111.19999999999999
4088,3844,111.21
4087,3085,111.21
4086,1202,111.22999999999999
4085,3407,111.22999999999999
4084,5517,111.24999999999999
4083,9381,111.25999999999999
4082,6427,111.30999999999999
4081,5491,111.33999999999999
4080,7759,111.36999999999999
4079,1029,111.36999999999999
4078,6484,111.37999999999998
4077,6866,111.38
4076,3488,111.38
4075,29,111.38
4074,576,111.39999999999998
4073,8015,111.40999999999998
4072,9022,111.42999999999999
4071,5402,111.43999999999998
4070,6873,111.44
4069,4881,111.44999999999999
4068,5771,111.44999999999999
4067,8377,111.47999999999998
4066,2946,111.47999999999999
4065,2710,111.47999999999999
4064,4893,111.49
4063,8343,111.51
4062,7029,111.52999999999999
4061,4601,111.53999999999998
4060,6202,111.53999999999998
4059,9856,111.56
4058,2068,111.56999999999998
4057,8024,111.57999999999998
4056,7167,111.58999999999999
4055,4402,111.59999999999998
4054,8667,111.60999999999999
4053,9100,111.61999999999999
4052,1115,111.61999999999999
4051,6239,111.63999999999999
4050,2865,111.63999999999999
4049,4399,111.64999999999999
4048,4181,111.65
4047,7824,111.65999999999998
4046,7176,111.65999999999998
4045,5766,111.65999999999998
4044,578,111.66999999999999
4043,7872,111.67999999999998
4042,192,111.72
4041,9109,111.72999999999999
4040,4662,111.74
4039,8280,111.74000000000001
4038,9947,111.74000000000001
4037,6333,111.74000000000001
4036,1430,111.75999999999998
