,id,score
7386,1212,82.33999999999997
7385,2453,82.36
7384,150,82.37999999999998
7383,5567,82.41999999999997
7382,7522,82.41999999999999
7381,2215,82.44
7380,2877,82.46999999999998
7379,4657,82.47999999999998
7378,1234,82.49
7377,7108,82.49
7376,4470,82.49999999999999
7375,3024,82.51
7374,902,82.51
7373,2155,82.52
7372,4509,82.52
7371,1445,82.53999999999999
7370,5216,82.53999999999999
7369,6388,82.56
7368,9472,82.57
7367,1893,82.58999999999997
7366,6657,82.58999999999999
7365,8075,82.60999999999999
7364,9163,82.61999999999999
7363,5285,82.62999999999998
7362,1772,82.62999999999998
7361,1807,82.62999999999998
7360,5141,82.63999999999999
7359,1815,82.64999999999998
7358,1827,82.64999999999998
7357,6387,82.64999999999998
7356,6238,82.65999999999998
7355,3736,82.65999999999998
7354,8813,82.68999999999998
7353,4227,82.71999999999997
7352,5439,82.71999999999998
7351,4117,82.72999999999998
7350,8895,82.72999999999998
7349,6222,82.73
7348,7673,82.73
7347,6772,82.73999999999998
7346,8133,82.77
7345,6179,82.77999999999999
7344,318,82.78
7343,4468,82.78999999999999
7342,2512,82.78999999999999
7341,7310,82.78999999999999
7340,8538,82.79999999999998
7339,6300,82.8
7338,7906,82.81999999999998
7337,2694,82.83999999999997
7336,2837,82.83999999999999
7335,844,82.83999999999999
7334,1002,82.85
7333,7847,82.85999999999999
7332,8284,82.86999999999999
7331,2471,82.86999999999999
7330,3996,82.88
7329,1009,82.88999999999999
7328,5505,82.88999999999999
7327,5624,82.90999999999998
7326,4800,82.90999999999998
7325,3840,82.90999999999998
7324,8901,82.92999999999998
7323,8666,82.92999999999998
7322,251,82.92999999999998
7321,4966,82.92999999999999
7320,2943,82.93999999999998
7319,30,82.94999999999999
7318,5812,82.94999999999999
7317,9843,82.96999999999998
7316,248,82.97999999999998
7315,5997,83.01999999999998
7314,3314,83.04999999999998
7313,9312,83.07999999999998
7312,5189,83.08999999999997
7311,911,83.12
7310,2902,83.12
7309,4389,83.13999999999999
7308,9370,83.16
7307,306,83.18999999999998
7306,6837,83.19000000000001
7305,4050,83.19999999999999
7304,5614,83.19999999999999
7303,2227,83.2
7302,3022,83.21
7301,153,83.21000000000001
7300,7156,83.22999999999999
7299,9662,83.23999999999998
7298,6717,83.25
7297,586,83.25999999999999
7296,7497,83.25999999999999
7295,6563,83.26999999999998
7294,523,83.27
7293,247,83.27999999999997
7292,1039,83.28999999999998
7291,3408,83.28999999999998
7290,3267,83.28999999999999
7289,5601,83.28999999999999
7288,5301,83.29999999999998
7287,1917,83.29999999999998
7286,5707,83.30999999999999
7285,2438,83.31999999999998
7284,6833,83.32
7283,8655,83.34999999999998
7282,2232,83.35999999999999
7281,5904,83.35999999999999
7280,2092,83.35999999999999
7279,6709,83.36
7278,1988,83.37999999999998
7277,4474,83.38
7276,7913,83.39999999999999
7275,8609,83.39999999999999
7274,452,83.41
7273,3681,83.43
7272,5226,83.44
7271,6705,83.46
7270,6662,83.48999999999998
7269,8106,83.48999999999998
7268,9967,83.48999999999998
7267,3809,83.49
7266,7970,83.49999999999999
7265,6566,83.5
7264,1442,83.5
7263,7499,83.50999999999999
7262,1576,83.50999999999999
7261,9095,83.50999999999999
7260,3126,83.53
7259,8729,83.54999999999998
7258,2141,83.55
7257,7447,83.55999999999997
7256,6464,83.56999999999998
7255,6079,83.56999999999998
7254,3004,83.57
7253,5988,83.57
7252,4821,83.57
7251,2210,83.57
7250,6331,83.57
7249,7245,83.58000000000001
7248,232,83.60999999999999
7247,5522,83.61999999999998
7246,9595,83.62999999999998
7245,1688,83.62999999999998
7244,754,83.65
7243,327,83.69
7242,5967,83.69999999999999
7241,8702,83.7
7240,4518,83.70999999999998
7239,5034,83.71
7238,6028,83.72
7237,2794,83.73999999999998
7236,4344,83.74999999999997
7235,2335,83.74999999999999
7234,1922,83.76
7233,2113,83.76999999999998
7232,5102,83.76999999999998
7231,2030,83.77999999999997
7230,349,83.77999999999997
7229,8480,83.79999999999998
7228,6961,83.80999999999997
7227,7610,83.80999999999997
7226,2246,83.82
7225,6688,83.83999999999997
7224,7043,83.84999999999998
7223,9801,83.85999999999999
7222,4265,83.85999999999999
7221,7391,83.88
7220,3894,83.88999999999999
7219,3859,83.91999999999997
7218,9846,83.91999999999999
7217,10,83.91999999999999
7216,3002,83.91999999999999
7215,6371,83.91999999999999
7214,3676,83.92999999999999
7213,4487,83.92999999999999
7212,4561,83.94999999999999
7211,5031,83.96
7210,9181,83.96999999999998
7209,9363,83.97
7208,345,83.97999999999999
7207,5906,83.98999999999998
7206,8628,83.99
7205,6759,83.99999999999997
7204,4359,83.99999999999999
7203,5532,84.01999999999998
7202,7876,84.01999999999998
7201,967,84.02
7200,6661,84.02
7199,4569,84.02
7198,2922,84.02999999999999
7197,6285,84.03999999999998
7196,2466,84.03999999999999
7195,4855,84.03999999999999
7194,7451,84.04
7193,4334,84.05999999999997
7192,3734,84.11999999999998
7191,9808,84.12
7190,1176,84.12999999999998
7189,7745,84.13
7188,4791,84.13999999999999
7187,3068,84.14999999999999
7186,589,84.16999999999999
7185,82,84.17
7184,6872,84.17999999999998
7183,7218,84.18
7182,5882,84.19
7181,5743,84.19
7180,8110,84.19999999999999
7179,3450,84.19999999999999
7178,2028,84.20999999999998
7177,5042,84.22999999999998
7176,3878,84.23
7175,5248,84.23999999999998
7174,2157,84.24
7173,3092,84.24999999999999
7172,1607,84.25
7171,4115,84.25
7170,7809,84.25999999999999
7169,7974,84.26999999999998
7168,1031,84.27
7167,2693,84.27
7166,9602,84.27999999999999
7165,5094,84.29999999999997
7164,9817,84.29999999999998
7163,5961,84.31999999999998
7162,2851,84.32000000000001
7161,3896,84.32999999999998
7160,7051,84.33
7159,2358,84.33
7158,1830,84.33999999999997
7157,3411,84.35
7156,9232,84.35999999999999
7155,2077,84.36
7154,7416,84.36
7153,8408,84.36999999999999
7152,717,84.38999999999999
7151,9753,84.39999999999998
7150,8027,84.39999999999999
7149,8492,84.39999999999999
7148,5694,84.44
7147,9383,84.44
7146,3913,84.44999999999999
7145,1560,84.44999999999999
7144,6421,84.44999999999999
7143,3688,84.44999999999999
7142,9448,84.44999999999999
7141,4216,84.46
7140,7388,84.46
7139,5824,84.46999999999997
7138,5468,84.46999999999998
7137,9517,84.5
7136,9331,84.50999999999998
7135,2234,84.52000000000001
7134,357,84.53999999999999
7133,5165,84.54999999999998
7132,6825,84.54999999999998
7131,2407,84.54999999999998
7130,1345,84.54999999999998
7129,1861,84.56999999999996
7128,5481,84.56999999999998
7127,9085,84.57
7126,7486,84.57000000000001
7125,9528,84.61
7124,1961,84.61999999999998
7123,6088,84.63
7122,5568,84.63999999999999
7121,6046,84.63999999999999
7120,8814,84.63999999999999
7119,2236,84.64
7118,52,84.64
7117,3482,84.66
7116,5937,84.66
7115,5892,84.66000000000001
7114,5549,84.67
7113,4530,84.67
7112,156,84.67999999999999
7111,8653,84.67999999999999
7110,8154,84.68999999999998
7109,7581,84.69000000000001
7108,1643,84.69999999999999
7107,3364,84.70999999999998
7106,9956,84.70999999999998
7105,1648,84.70999999999998
7104,7794,84.71
7103,7988,84.71999999999998
7102,8510,84.72
7101,8099,84.72000000000001
7100,2587,84.73999999999998
7099,8905,84.75999999999998
7098,9778,84.75999999999998
7097,4516,84.75999999999999
7096,5250,84.75999999999999
7095,8373,84.75999999999999
7094,1,84.75999999999999
7093,4652,84.77999999999999
7092,7808,84.77999999999999
7091,7827,84.77999999999999
7090,9857,84.78
7089,1538,84.78999999999998
7088,2513,84.79
7087,6823,84.79999999999998
7086,9035,84.79999999999998
7085,7357,84.79999999999998
7084,5558,84.80999999999997
7083,8180,84.80999999999999
7082,7428,84.80999999999999
7081,1707,84.81999999999998
7080,1859,84.82999999999998
7079,7448,84.82999999999998
7078,6512,84.85999999999997
7077,5384,84.85999999999999
7076,2744,84.86999999999999
7075,5870,84.91
7074,7957,84.91999999999999
7073,4927,84.91999999999999
7072,8236,84.91999999999999
7071,24,84.96
7070,8050,84.97
7069,3288,84.97999999999999
7068,5122,84.97999999999999
7067,1670,84.98999999999998
7066,4763,84.99
7065,8116,84.99
7064,3224,84.99
7063,6761,84.99999999999997
7062,2756,84.99999999999997
7061,6755,84.99999999999999
7060,3740,85.00999999999999
7059,8013,85.02999999999999
7058,7381,85.03
7057,1267,85.03999999999999
7056,9209,85.03999999999999
7055,6395,85.04999999999998
7054,3731,85.05999999999997
7053,7995,85.06999999999998
7052,1898,85.1
7051,458,85.1
7050,6763,85.10999999999999
7049,5516,85.10999999999999
7048,4815,85.12999999999997
7047,632,85.13
7046,8910,85.16
7045,4325,85.17
7044,4177,85.17999999999998
7043,9184,85.17999999999998
7042,101,85.17999999999999
7041,1073,85.19999999999997
7040,7204,85.20999999999998
7039,1402,85.21
7038,9393,85.24000000000001
7037,2988,85.25999999999999
7036,3593,85.26999999999998
7035,3193,85.27
7034,2640,85.27
7033,8175,85.28
7032,6292,85.30999999999999
7031,4634,85.31999999999998
7030,176,85.32
7029,8234,85.33
7028,5485,85.33999999999997
7027,9179,85.33999999999999
7026,2316,85.34
7025,6312,85.34
7024,3524,85.34
7023,9525,85.36
7022,3058,85.38999999999999
7021,9845,85.39999999999998
7020,6058,85.39999999999999
7019,9979,85.4
7018,411,85.40999999999998
7017,4147,85.41
7016,3025,85.41999999999997
7015,7305,85.42999999999998
7014,3551,85.43999999999998
7013,5449,85.44999999999997
7012,9617,85.48999999999998
7011,3951,85.50999999999999
7010,6027,85.50999999999999
7009,7803,85.50999999999999
7008,7320,85.51999999999998
7007,9023,85.52
7006,1868,85.52
7005,2242,85.52
7004,263,85.52
7003,4445,85.53
7002,5956,85.53999999999999
7001,606,85.54999999999998
7000,228,85.55
6999,8073,85.56
6998,3352,85.58
6997,9401,85.58000000000001
6996,7214,85.58000000000001
6995,5884,85.58999999999997
6994,1887,85.58999999999999
6993,2957,85.60000000000001
6992,3477,85.63
6991,6813,85.64
6990,1734,85.64999999999998
6989,5193,85.64999999999998
6988,3902,85.64999999999999
6987,8699,85.66
6986,9951,85.67999999999999
6985,2770,85.69
6984,7411,85.71999999999998
6983,6004,85.72000000000001
6982,4307,85.73
6981,5826,85.75999999999998
6980,6698,85.75999999999998
6979,3997,85.75999999999998
6978,702,85.75999999999999
6977,1947,85.75999999999999
6976,5153,85.75999999999999
6975,4648,85.77999999999999
6974,1778,85.77999999999999
6973,8763,85.79999999999998
6972,1049,85.8
6971,8597,85.82000000000001
6970,8450,85.82999999999998
6969,3358,85.83
6968,6743,85.88000000000001
6967,1502,85.88000000000001
6966,2858,85.89999999999998
6965,8632,85.9
6964,2269,85.9
6963,4826,85.9
6962,9933,85.90999999999998
6961,9322,85.90999999999998
6960,3994,85.91
6959,9333,85.93
6958,1223,85.94
6957,461,85.94999999999999
6956,3782,85.95999999999998
6955,7161,85.96
6954,956,85.96
6953,8959,85.98999999999998
6952,4690,86.0
6951,2486,86.00999999999999
6950,8077,86.02999999999997
6949,8285,86.02999999999999
6948,6985,86.03999999999999
6947,6514,86.03999999999999
6946,8806,86.05999999999999
6945,144,86.05999999999999
6944,3042,86.06999999999998
6943,9248,86.06999999999998
6942,3573,86.07
6941,9217,86.07
6940,6799,86.08999999999999
6939,1948,86.09
6938,252,86.11999999999999
6937,2787,86.13999999999999
6936,7192,86.17
6935,3988,86.17999999999999
6934,5075,86.18999999999997
6933,3261,86.18999999999998
6932,299,86.18999999999998
6931,7834,86.20999999999998
6930,495,86.22999999999999
6929,4814,86.26999999999998
6928,1871,86.28
6927,5581,86.29
6926,3822,86.3
6925,1543,86.31
6924,3455,86.31
6923,731,86.31
6922,3911,86.31999999999998
6921,7172,86.35
6920,6777,86.35000000000001
6919,5104,86.36999999999999
6918,5178,86.37
6917,1167,86.37
6916,6167,86.38
6915,2223,86.39
6914,821,86.39
6913,1962,86.39999999999998
6912,6134,86.4
6911,9529,86.41999999999997
6910,1597,86.42
6909,5602,86.42999999999999
6908,257,86.42999999999999
6907,9249,86.43999999999998
6906,656,86.48
6905,3082,86.48999999999998
6904,840,86.49999999999999
6903,4842,86.5
6902,9743,86.50999999999999
6901,9003,86.51
6900,3531,86.51999999999998
6899,434,86.52
6898,7594,86.52000000000001
6897,3095,86.52999999999999
6896,5772,86.52999999999999
6895,4473,86.53
6894,9532,86.53999999999999
6893,9966,86.57
6892,8473,86.57999999999998
6891,9157,86.58
6890,4430,86.60000000000001
6889,7558,86.61999999999999
6888,6353,86.62999999999998
6887,9527,86.64999999999999
6886,2228,86.66
6885,8573,86.66
6884,1712,86.66
6883,8376,86.67
6882,2679,86.67999999999999
6881,7285,86.67999999999999
6880,3817,86.67999999999999
6879,601,86.69999999999997
6878,6480,86.69999999999999
6877,8988,86.7
6876,1359,86.71
6875,9287,86.71999999999998
6874,1574,86.72
6873,1488,86.72
6872,6298,86.73999999999998
6871,1745,86.74
6870,1147,86.74
6869,7527,86.79999999999998
6868,2026,86.79999999999998
6867,5806,86.8
6866,3387,86.8
6865,8893,86.80999999999997
6864,148,86.82
6863,5739,86.83999999999997
6862,5864,86.83999999999999
6861,5188,86.83999999999999
6860,7517,86.84999999999998
6859,2307,86.85999999999999
6858,7591,86.91
6857,5131,86.91
6856,4027,86.91
6855,6845,86.91
6854,1790,86.92999999999999
6853,7002,86.93999999999998
6852,9824,86.94999999999999
6851,1973,86.97999999999999
6850,1966,86.98
6849,3175,87.00999999999999
6848,365,87.00999999999999
6847,4197,87.02999999999999
6846,5557,87.02999999999999
6845,8652,87.03
6844,771,87.03999999999999
6843,286,87.05
6842,8713,87.07
6841,2089,87.08999999999999
6840,7893,87.08999999999999
6839,5803,87.08999999999999
6838,9374,87.11
6837,6397,87.13
6836,1326,87.14999999999999
6835,3925,87.14999999999999
6834,3466,87.15
6833,8353,87.17999999999999
6832,8523,87.19
6831,4580,87.19
6830,6841,87.21999999999997
6829,54,87.22999999999999
6828,6811,87.23999999999998
6827,5579,87.24
6826,1877,87.25999999999999
6825,5894,87.26
6824,3076,87.29
6823,8598,87.32
6822,2610,87.32999999999998
6821,7690,87.35000000000001
6820,6555,87.35999999999999
6819,4904,87.35999999999999
6818,5434,87.36
6817,1916,87.37999999999998
6816,953,87.37999999999998
6815,8751,87.43999999999998
6814,2707,87.45999999999998
6813,2102,87.47999999999999
6812,255,87.47999999999999
6811,989,87.49999999999999
6810,5202,87.51
6809,7696,87.55999999999999
6808,135,87.56
6807,2823,87.58
6806,1549,87.58
6805,1704,87.6
6804,4773,87.60000000000001
6803,5050,87.61
6802,2582,87.61999999999999
6801,5915,87.62
6800,9553,87.63
6799,6220,87.64999999999999
6798,2552,87.66999999999999
6797,8551,87.67
6796,2974,87.67999999999998
6795,8694,87.67999999999999
6794,343,87.69999999999999
6793,6791,87.71000000000001
6792,1501,87.71999999999998
6791,609,87.72999999999999
6790,4577,87.72999999999999
6789,2925,87.73999999999998
6788,7385,87.74999999999999
6787,8919,87.74999999999999
6786,5335,87.74999999999999
6785,4168,87.75999999999999
6784,3389,87.77
6783,7859,87.78
6782,8102,87.78999999999999
6781,3952,87.82
6780,9031,87.83
6779,8474,87.83
6778,9369,87.84
6777,80,87.86999999999999
6776,3559,87.89999999999999
6775,4317,87.90999999999998
6774,2987,87.90999999999998
6773,5720,87.91
6772,7504,87.91
6771,4320,87.92999999999999
6770,4368,87.96
6769,8648,87.97999999999999
6768,3772,87.98
6767,408,87.99
6766,7373,87.99000000000001
6765,4396,87.99999999999999
6764,9965,88.01
6763,5698,88.01999999999998
6762,4009,88.01999999999998
6761,9087,88.03
6760,2367,88.03
6759,6327,88.03999999999999
6758,6745,88.05000000000001
6757,3163,88.05999999999999
6756,8835,88.11
6755,3337,88.11999999999999
6754,2519,88.12999999999998
6753,2531,88.12999999999998
6752,5323,88.13000000000001
6751,9116,88.15999999999998
6750,2534,88.15999999999998
6749,2669,88.22
6748,2287,88.22
6747,5887,88.24
6746,8048,88.24
6745,4992,88.3
6744,8341,88.33999999999997
6743,8489,88.33999999999999
6742,3985,88.33999999999999
6741,7350,88.33999999999999
6740,515,88.33999999999999
6739,647,88.36
6738,4684,88.36999999999999
6737,1674,88.39999999999999
6736,3,88.44999999999999
6735,8847,88.45999999999998
6734,6310,88.46
6733,7327,88.46
6732,4728,88.46000000000001
6731,5416,88.46000000000001
6730,3818,88.47000000000001
6729,807,88.51999999999998
6728,8503,88.52999999999999
6727,9609,88.54000000000002
6726,492,88.55
6725,9557,88.57
6724,9759,88.61
6723,4704,88.61000000000001
6722,9286,88.62999999999998
6721,2231,88.64999999999998
6720,2733,88.64999999999999
6719,3168,88.64999999999999
6718,9649,88.64999999999999
6717,788,88.68
6716,1278,88.68999999999998
6715,246,88.69
6714,3683,88.69999999999999
6713,4562,88.71999999999998
6712,2440,88.72
6711,4412,88.73
6710,1719,88.77
6709,6659,88.80999999999999
6708,1675,88.80999999999999
6707,4253,88.82
6706,1823,88.82999999999998
6705,2401,88.82999999999998
6704,33,88.84
6703,321,88.86
6702,5504,88.86999999999999
6701,208,88.88999999999999
6700,975,88.89999999999999
6699,9154,88.91999999999999
6698,7042,88.93999999999998
6697,3654,88.97999999999999
6696,2091,89.01999999999998
6695,9202,89.02999999999999
6694,8245,89.05999999999999
6693,5428,89.07
6692,8727,89.10999999999999
6691,3028,89.13
6690,7905,89.13
6689,2973,89.14999999999998
6688,4495,89.14999999999999
6687,4452,89.15999999999998
6686,4649,89.15999999999998
6685,799,89.16
6684,4233,89.16
6683,9153,89.16999999999999
6682,9293,89.16999999999999
6681,4579,89.17
6680,9567,89.17999999999998
6679,9384,89.17999999999998
6678,7717,89.17999999999999
6677,5195,89.18999999999998
6676,9969,89.19
6675,6908,89.19999999999999
6674,2224,89.23999999999998
6673,4944,89.23999999999998
6672,179,89.24999999999999
6671,468,89.27
6670,7021,89.27999999999999
6669,4203,89.30999999999999
6668,937,89.31
6667,939,89.32
6666,2605,89.33999999999999
6665,2824,89.36999999999999
6664,7016,89.38
6663,8196,89.38
6662,1290,89.38999999999999
6661,9769,89.38999999999999
6660,1170,89.40999999999998
6659,5575,89.40999999999998
6658,4860,89.41
6657,1196,89.44
6656,4918,89.46999999999998
6655,8481,89.46999999999998
6654,4423,89.47999999999998
6653,8869,89.48999999999998
6652,5156,89.52
6651,6671,89.52999999999997
6650,897,89.52999999999999
6649,2750,89.53999999999998
6648,4910,89.54999999999998
6647,5609,89.55
6646,7707,89.55
6645,8028,89.55999999999999
6644,7097,89.57999999999998
6643,7151,89.58
6642,4630,89.58999999999997
6641,5342,89.60999999999999
6640,2473,89.61999999999999
6639,713,89.61999999999999
6638,9913,89.62999999999998
6637,7012,89.66
6636,1909,89.68999999999998
6635,4734,89.71999999999998
6634,9215,89.72
6633,8832,89.72
6632,6762,89.72999999999999
6631,1471,89.72999999999999
6630,6035,89.72999999999999
6629,9918,89.74000000000001
6628,2755,89.75999999999998
6627,6128,89.8
6626,847,89.80000000000001
6625,6148,89.80000000000001
6624,4104,89.80999999999999
6623,3003,89.81999999999998
6622,6048,89.81999999999998
6621,7454,89.81999999999998
6620,806,89.82000000000001
6619,5379,89.82000000000001
6618,165,89.82999999999998
6617,2420,89.84999999999998
6616,6124,89.85
6615,7321,89.86
6614,6493,89.86999999999998
6613,4994,89.86999999999999
6612,4908,89.87999999999998
6611,3062,89.87999999999998
6610,3795,89.89999999999999
6609,1993,89.89999999999999
6608,2499,89.89999999999999
6607,9773,89.92
6606,5259,89.93999999999997
6605,9108,89.93999999999997
6604,3216,89.93999999999998
6603,3412,89.94000000000001
6602,5867,89.96
6601,3428,89.96999999999998
6600,8022,89.97
6599,7319,90.00999999999999
6598,1867,90.00999999999999
6597,7003,90.02
6596,7256,90.03999999999998
6595,4890,90.03999999999999
6594,1134,90.03999999999999
6593,2592,90.05999999999999
6592,802,90.06999999999998
6591,7729,90.08
6590,7299,90.08999999999997
6589,9426,90.08999999999999
6588,4597,90.08999999999999
6587,4373,90.08999999999999
6586,7030,90.09999999999998
6585,4519,90.09999999999998
6584,7140,90.10999999999999
6583,1920,90.14
6582,7628,90.14999999999999
6581,1266,90.15999999999998
6580,7989,90.17
6579,7077,90.2
6578,4167,90.21999999999998
6577,5760,90.23
6576,4127,90.23
6575,9964,90.24
6574,2926,90.24999999999999
6573,4625,90.24999999999999
6572,1591,90.25
6571,934,90.25
6570,1580,90.25999999999998
6569,1843,90.27
6568,8834,90.27999999999997
6567,1469,90.29999999999998
6566,9161,90.30999999999999
6565,8366,90.32
6564,9862,90.33
6563,2569,90.33999999999999
6562,9950,90.33999999999999
6561,6400,90.34999999999998
6560,3771,90.34999999999998
6559,4623,90.35
6558,9070,90.35999999999999
6557,4270,90.36
6556,2542,90.36999999999999
6555,3600,90.43999999999998
6554,9377,90.44999999999999
6553,7638,90.49
6552,8335,90.50999999999999
6551,3968,90.52
6550,5881,90.53
6549,8950,90.53
6548,3234,90.53999999999999
6547,4961,90.60999999999999
6546,5070,90.60999999999999
6545,3690,90.63999999999999
6544,8824,90.63999999999999
6543,6927,90.63999999999999
6542,5628,90.64
6541,8462,90.64999999999999
6540,2577,90.64999999999999
6539,4110,90.65999999999998
6538,5089,90.65999999999998
6537,6887,90.66
6536,6383,90.66000000000001
6535,1486,90.67999999999999
6534,7135,90.67999999999999
6533,8788,90.69
6532,3860,90.69000000000001
6531,4929,90.69999999999997
6530,1288,90.69999999999999
6529,1304,90.7
6528,3422,90.70999999999998
6527,4100,90.71
6526,6614,90.71999999999998
6525,1779,90.72999999999999
6524,8536,90.74999999999999
6523,4783,90.75999999999999
6522,7672,90.76999999999998
6521,7106,90.77
6520,354,90.77999999999999
6519,1404,90.78
6518,5632,90.78
6517,5676,90.78999999999999
6516,1695,90.79999999999998
6515,2875,90.8
6514,4664,90.8
6513,3496,90.8
6512,7409,90.82999999999998
6511,1292,90.83
6510,1642,90.83
6509,9174,90.83999999999999
6508,7730,90.86
6507,4164,90.86999999999999
6506,6189,90.87
6505,2013,90.88
6504,9307,90.88999999999999
6503,4045,90.89
6502,3955,90.89
6501,1459,90.90999999999998
6500,3245,90.91
6499,4770,90.91
6498,2074,90.91999999999997
6497,5436,90.91999999999999
6496,7538,90.92000000000002
6495,8807,90.93999999999998
6494,2915,90.93999999999998
6493,3300,90.99
6492,3137,90.99
6491,3666,91.03999999999999
6490,8067,91.03999999999999
6489,4385,91.04999999999998
6488,4436,91.04999999999998
6487,6546,91.05
6486,5458,91.05999999999999
6485,3141,91.06999999999998
6484,5588,91.1
6483,8838,91.11999999999999
6482,5650,91.13999999999999
6481,6261,91.15999999999998
6480,1472,91.16000000000001
6479,9873,91.16999999999999
6478,1078,91.18
6477,6682,91.19999999999999
6476,3806,91.2
6475,2485,91.21
6474,6683,91.21
6473,2996,91.21
6472,3282,91.21
6471,1638,91.22
6470,7780,91.22
6469,1209,91.23
6468,5603,91.24
6467,9197,91.24
6466,4925,91.24999999999999
6465,6398,91.25999999999998
6464,1809,91.26999999999998
6463,1171,91.26999999999998
6462,2379,91.26999999999998
6461,7836,91.27999999999999
6460,4542,91.27999999999999
6459,5749,91.27999999999999
6458,8422,91.28
6457,295,91.28999999999998
6456,7993,91.29999999999998
6455,7263,91.3
6454,6470,91.3
6453,2651,91.3
6452,6545,91.32
6451,7459,91.32
6450,2282,91.36999999999999
6449,8883,91.37999999999998
6448,7060,91.38
6447,3101,91.39
6446,6624,91.39999999999999
6445,8172,91.39999999999999
6444,9159,91.41
6443,9326,91.43999999999998
6442,4891,91.43999999999998
6441,8324,91.43999999999998
6440,3111,91.44
6439,5969,91.44
6438,8512,91.44999999999999
6437,1024,91.47999999999998
6436,6126,91.49
6435,2772,91.52999999999999
6434,8170,91.53999999999998
6433,158,91.53999999999999
6432,6069,91.55999999999997
6431,9733,91.55999999999999
6430,9144,91.56
6429,2797,91.56
6428,5741,91.56
6427,2700,91.57
6426,2414,91.58
6425,9231,91.58999999999999
6424,7243,91.59
6423,738,91.6
6422,8603,91.61
6421,8852,91.61
6420,4184,91.61
6419,6282,91.61999999999999
6418,8827,91.64
6417,2175,91.64999999999999
6416,1617,91.64999999999999
6415,3640,91.67999999999999
6414,149,91.69
6413,5080,91.69
6412,7130,91.69999999999997
6411,3596,91.69999999999997
6410,5878,91.70999999999998
6409,3554,91.70999999999998
6408,475,91.72
6407,6658,91.74
6406,5441,91.74
6405,2330,91.74000000000001
6404,7612,91.75999999999999
6403,5475,91.76999999999998
6402,794,91.77
6401,9699,91.79999999999998
6400,2975,91.79999999999998
6399,878,91.81999999999998
6398,4827,91.83999999999999
6397,2342,91.84
6396,3115,91.86999999999999
6395,5146,91.86999999999999
6394,1415,91.87999999999998
6393,1485,91.88
6392,8352,91.88
6391,535,91.88
6390,4955,91.88999999999999
6389,5155,91.90999999999998
6388,8681,91.91
6387,4836,91.91999999999999
6386,6313,91.92
6385,6007,91.92999999999999
6384,7472,91.92999999999999
6383,7616,91.94
6382,3049,91.94
6381,7353,91.94000000000001
6380,4708,91.94999999999999
6379,2550,91.96
6378,4036,91.96
6377,2024,91.96999999999998
6376,3248,91.97999999999999
6375,2198,91.98999999999998
6374,4441,92.0
6373,6316,92.00999999999999
6372,4422,92.00999999999999
6371,8518,92.01999999999998
6370,8165,92.01999999999998
6369,6469,92.02
6368,5116,92.02
6367,7784,92.02
6366,9441,92.02999999999999
6365,3877,92.03999999999999
6364,1312,92.05
6363,9040,92.05999999999999
6362,6917,92.07
6361,7405,92.08
6360,8115,92.09999999999998
6359,4699,92.10999999999999
6358,1081,92.11999999999999
6357,2220,92.11999999999999
6356,6044,92.14999999999999
6355,3893,92.15999999999998
6354,223,92.16999999999999
6353,955,92.16999999999999
6352,6689,92.17999999999999
6351,2166,92.18
6350,7741,92.19
6349,7376,92.19999999999999
6348,2356,92.2
6347,2447,92.2
6346,614,92.2
6345,9126,92.21
6344,162,92.21999999999998
6343,8541,92.21999999999998
6342,1305,92.21999999999998
6341,2765,92.22999999999998
6340,8974,92.24999999999999
6339,126,92.26
6338,5443,92.27
6337,4341,92.27999999999999
6336,7938,92.28999999999999
6335,7641,92.30999999999999
6334,6399,92.31
6333,6012,92.31
6332,7737,92.33999999999999
6331,1599,92.33999999999999
6330,5570,92.33999999999999
6329,7181,92.34999999999998
6328,4661,92.35
6327,8380,92.35999999999999
6326,9704,92.36999999999999
6325,8799,92.36999999999999
6324,745,92.37999999999998
6323,5100,92.38
6322,7718,92.38
6321,5455,92.38999999999999
6320,8294,92.38999999999999
6319,6751,92.39
6318,9321,92.39999999999999
6317,2520,92.4
6316,7586,92.40999999999998
6315,7536,92.41
6314,62,92.41999999999997
6313,5268,92.42
6312,3778,92.42999999999999
6311,3876,92.42999999999999
6310,9786,92.45
6309,8032,92.46
6308,1566,92.46999999999998
6307,8372,92.46999999999998
6306,3890,92.46999999999998
6305,5392,92.47999999999999
6304,9186,92.49
6303,8421,92.49
6302,6287,92.53
6301,9944,92.53999999999999
6300,5349,92.53999999999999
6299,6235,92.54999999999998
6298,1295,92.55
6297,1626,92.55999999999997
6296,8897,92.55999999999999
6295,5287,92.55999999999999
6294,3606,92.56999999999998
6293,7511,92.56999999999998
6292,7621,92.58999999999999
6291,5038,92.59999999999998
6290,1300,92.6
6289,3233,92.61999999999999
6288,4328,92.62999999999998
6287,772,92.63999999999999
6286,4356,92.64999999999999
6285,58,92.65999999999998
6284,848,92.66999999999999
6283,2363,92.66999999999999
6282,2529,92.68999999999998
6281,2593,92.68999999999998
6280,8266,92.68999999999998
6279,4809,92.68999999999998
6278,7904,92.69999999999997
6277,7404,92.69999999999999
6276,6854,92.7
6275,5664,92.71999999999998
6274,1177,92.71999999999998
6273,8528,92.72999999999999
6272,2258,92.75999999999999
6271,8327,92.77
6270,2616,92.77999999999999
6269,8033,92.78
6268,472,92.78999999999998
